Elapsed Time[s]	Write 0 [A]	
33.7690	0.838	
33.7692	0.838	
33.7694	0.839	
33.7696	0.837	
33.7698	0.838	
33.7700	0.838	
33.7702	0.838	
33.7704	0.839	
33.7706	0.837	
33.7708	0.839	
33.7710	0.838	
33.7712	0.838	
33.7714	0.839	
33.7716	0.837	
33.7718	0.837	
33.7720	0.838	
33.7722	0.838	
33.7724	0.838	
33.7726	0.839	
33.7728	0.838	
33.7730	0.838	
33.7732	0.838	
33.7734	0.839	
33.7736	0.838	
33.7738	0.838	
33.7740	0.838	
33.7742	0.838	
33.7744	0.837	
33.7746	0.837	
33.7748	0.838	
33.7750	0.838	
33.7752	0.837	
33.7754	0.838	
33.7756	0.837	
33.7758	0.837	
33.7760	0.838	
33.7762	0.838	
33.7764	0.838	
33.7766	0.838	
33.7768	0.837	
33.7770	0.837	
33.7772	0.839	
33.7774	0.838	
33.7776	0.838	
33.7778	0.838	
33.7780	0.839	
33.7782	0.838	
33.7784	0.838	
33.7786	0.839	
33.7788	0.838	
33.7790	0.838	
33.7792	0.838	
33.7794	0.838	
33.7796	0.838	
33.7798	0.838	
33.7800	0.838	
33.7802	0.839	
33.7804	0.836	
33.7806	0.839	
33.7808	0.839	
33.7810	0.838	
33.7812	0.838	
33.7814	0.838	
33.7816	0.838	
33.7818	0.839	
33.7820	0.839	
33.7822	0.839	
33.7824	0.837	
33.7826	0.836	
33.7828	0.838	
33.7830	0.838	
33.7832	0.838	
33.7834	0.840	
33.7836	0.838	
33.7838	0.838	
33.7840	0.838	
33.7842	0.838	
33.7844	0.838	
33.7846	0.839	
33.7848	0.838	
33.7850	0.838	
33.7852	0.838	
33.7854	0.838	
33.7856	0.838	
33.7858	0.838	
33.7860	0.838	
33.7862	0.839	
33.7864	0.838	
33.7866	0.839	
33.7868	0.838	
33.7870	0.839	
33.7872	0.837	
33.7874	0.839	
33.7876	0.838	
33.7878	0.839	
33.7880	0.839	
33.7882	0.839	
33.7884	0.839	
33.7886	0.837	
33.7888	0.838	
33.7890	0.839	
33.7892	0.837	
33.7894	0.838	
33.7896	0.838	
33.7898	0.839	
33.7900	0.838	
33.7902	0.837	
33.7904	0.840	
33.7906	0.839	
33.7908	0.837	
33.7910	0.838	
33.7912	0.839	
33.7914	0.837	
33.7916	0.838	
33.7918	0.838	
33.7920	0.838	
33.7922	0.840	
33.7924	0.838	
33.7926	0.838	
33.7928	0.838	
33.7930	0.838	
33.7932	0.838	
33.7934	0.838	
33.7936	0.839	
33.7938	0.838	
33.7940	0.838	
33.7942	0.838	
33.7944	0.838	
33.7946	0.839	
33.7948	0.838	
33.7950	0.838	
33.7952	0.838	
33.7954	0.838	
33.7956	0.838	
33.7958	0.837	
33.7960	0.838	
33.7962	0.837	
33.7964	0.838	
33.7966	0.837	
33.7968	0.837	
33.7970	0.837	
33.7972	0.838	
33.7974	0.837	
33.7976	0.837	
33.7978	0.837	
33.7980	0.838	
33.7982	0.838	
33.7984	0.838	
33.7986	0.838	
33.7988	0.839	
33.7990	0.838	
33.7992	0.837	
33.7994	0.838	
33.7996	0.839	
33.7998	0.838	
33.8000	0.839	
33.8002	0.838	
33.8004	0.838	
33.8006	0.838	
33.8008	0.838	
33.8010	0.838	
33.8012	0.839	
33.8014	0.837	
33.8016	0.838	
33.8018	0.838	
33.8020	0.838	
33.8022	0.838	
33.8024	0.838	
33.8026	0.838	
33.8028	0.838	
33.8030	0.836	
33.8032	0.838	
33.8034	0.838	
33.8036	0.838	
33.8038	0.838	
33.8040	0.838	
33.8042	0.838	
33.8044	0.836	
33.8046	0.839	
33.8048	0.838	
33.8050	0.838	
33.8052	0.838	
33.8054	0.838	
33.8056	0.838	
33.8058	0.838	
33.8060	0.838	
33.8062	0.839	
33.8064	0.838	
33.8066	0.839	
33.8068	0.839	
33.8070	0.839	
33.8072	0.840	
33.8074	0.838	
33.8076	0.838	
33.8078	0.838	
33.8080	0.839	
33.8082	0.839	
33.8084	0.838	
33.8086	0.838	
33.8088	0.839	
33.8090	0.838	
33.8092	0.838	
33.8094	0.838	
33.8096	0.838	
33.8098	0.838	
33.8100	0.839	
33.8102	0.839	
33.8104	0.838	
33.8106	0.838	
33.8108	0.838	
33.8110	0.838	
33.8112	0.838	
33.8114	0.839	
33.8116	0.839	
33.8118	0.838	
33.8120	0.839	
33.8122	0.839	
33.8124	0.839	
33.8126	0.838	
33.8128	0.838	
33.8130	0.838	
33.8132	0.838	
33.8134	0.838	
33.8136	0.839	
33.8138	0.838	
33.8140	0.838	
33.8142	0.838	
